ID,档位,类型,主题,需明确同意,来源,题目
v9-d4-2186,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“异地见面”安排一个尊重边界的开场对白。
v9-d4-2187,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“怎样定义忠诚”的深夜播客设计标题和开场白。
v9-d4-2188,成人刺激,大冒险,互动挑战,是,v9-expansion,与一位自愿玩家各说一句“理想约会必须有漂亮夜景”，看是否一致。
v9-d4-2189,成人刺激,大冒险,同意表达,否,v9-expansion,演示一次对分享私密信息说“不”，同时保持尊重和清晰。
v9-d4-2190,成人刺激,大冒险,立场快答,否,v9-expansion,在“浪漫仪式”和“日常陪伴”之间选择一个，并用十秒说明理由。
v9-d4-2191,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句深夜电台式台词。
v9-d4-2192,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句纪念日风格的成人约会个人简介。
v9-d4-2193,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“旅行中短暂心动”的约会场景，不发生身体接触。
v9-d4-2194,成人刺激,大冒险,物品演绎,否,v9-expansion,用手机和灯摆出一张成人爱情电影海报。
v9-d4-2195,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“异地见面”安排一个尊重边界的无酒精饮品。
v9-d4-2196,成人刺激,大冒险,深夜节目,否,v9-expansion,用电台主播语气读出一条关于“如何谈安全措施”的安全提醒。
v9-d4-2197,成人刺激,大冒险,同意表达,否,v9-expansion,模拟对方拒绝一起过夜后，你怎样成熟回应。
v9-d4-2198,成人刺激,大冒险,立场快答,否,v9-expansion,让大家投票决定你支持“慢热”还是“迅速升温”，然后为结果辩护。
v9-d4-2199,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句嘴硬心软风格的约会邀请。
v9-d4-2200,成人刺激,大冒险,自信展示,否,v9-expansion,摆出一个适合私人影院的自信姿势，保持五秒。
v9-d4-2201,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“决定结束暧昧前最后一次见面”的约会场景，不发生身体接触。
v9-d4-2202,成人刺激,大冒险,物品演绎,否,v9-expansion,让耳机代表“主动”，纸盒代表“克制”，演示一段十秒对话。
v9-d4-2203,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“成年人第一次约会”安排一个尊重边界的背景音乐。
v9-d4-2204,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“如何保护私密内容？”
v9-d4-2205,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在公开关系之前如何询问同意。
v9-d4-2206,成人刺激,大冒险,立场快答,否,v9-expansion,用一句话回答：“先做朋友是否比直接约会更重要？”
v9-d4-2207,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句优雅绅士式台词。
v9-d4-2208,成人刺激,大冒险,自信展示,否,v9-expansion,用三个词宣传你在成年人爱情电影海报场景中最有魅力的特点。
v9-d4-2209,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“深夜散步告别”的约会场景，不发生身体接触。
v9-d4-2210,成人刺激,大冒险,物品演绎,否,v9-expansion,用书和纸盒摆出一张成人爱情电影海报。
v9-d4-2211,成人刺激,大冒险,情境设计,否,v9-expansion,在十秒内为“成年人第一次约会”挑选最合适的隐私保障。
v9-d4-2212,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“如何谈安全措施？”
v9-d4-2213,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么升级亲密程度需要双方明确确认。
v9-d4-2214,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“保留隐私”做一次十五秒成年人约会立场陈述。
v9-d4-2215,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句复古爱情片风格的约会邀请。
v9-d4-2216,成人刺激,大冒险,自信展示,否,v9-expansion,完成十秒约会软件头像主题走秀，不要求任何身体接触。
v9-d4-2217,成人刺激,大冒险,约会表演,否,v9-expansion,用旁白介绍一场“酒店大堂偶遇”主题的成年人约会。
v9-d4-2218,成人刺激,大冒险,物品演绎,否,v9-expansion,让外套代表“主动”，鞋子代表“克制”，演示一段十秒对话。
v9-d4-2219,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“重新开始约会”约会设计灯光，并用一句话说明理由。
v9-d4-2220,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“如何结束不健康的暧昧”的深夜播客设计标题和开场白。
v9-d4-2221,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么拍摄私人照片需要双方明确确认。
v9-d4-2222,成人刺激,大冒险,立场快答,否,v9-expansion,在“经常报备”和“保持独立”之间选择一个，并用十秒说明理由。
v9-d4-2223,成人刺激,大冒险,暧昧台词,否,v9-expansion,用神秘悬疑风格说一句不露骨的暧昧开场白。
v9-d4-2224,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句成年人爱情电影海报风格的成人约会个人简介。
v9-d4-2225,成人刺激,大冒险,约会表演,否,v9-expansion,把“决定结束暧昧前最后一次见面”演成一段十秒成人爱情电影预告。
v9-d4-2226,成人刺激,大冒险,物品演绎,否,v9-expansion,用餐巾纸和镜子摆出一张成人爱情电影海报。
v9-d4-2227,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“成年人第一次约会”安排一个尊重边界的无酒精饮品。
v9-d4-2228,成人刺激,大冒险,深夜节目,否,v9-expansion,用电台主播语气读出一条关于“异地怎样维持亲密”的安全提醒。
v9-d4-2229,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在饮酒后的靠近之前如何询问同意。
v9-d4-2230,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“异地坚持”做一次十五秒成年人约会立场陈述。
v9-d4-2231,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句深夜电台风格的约会邀请。
v9-d4-2232,成人刺激,大冒险,自信展示,否,v9-expansion,为自己设计一句约会软件头像风格的成人约会个人简介。
v9-d4-2233,成人刺激,大冒险,约会表演,否,v9-expansion,把“久别后重新认识”演成一段十秒成人爱情电影预告。
v9-d4-2234,成人刺激,大冒险,物品演绎,否,v9-expansion,让水瓶代表“主动”，充电线代表“克制”，演示一段十秒对话。
v9-d4-2235,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“纪念日”约会设计无酒精饮品，并用一句话说明理由。
v9-d4-2236,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“怎么拒绝又不伤人”的深夜播客设计标题和开场白。
v9-d4-2237,成人刺激,大冒险,同意表达,否,v9-expansion,模拟对方拒绝角色扮演后，你怎样成熟回应。
v9-d4-2238,成人刺激,大冒险,立场快答,否,v9-expansion,用一句话回答：“慢热是否比迅速升温更重要？”
v9-d4-2239,成人刺激,大冒险,暧昧台词,否,v9-expansion,把“今晚很高兴见到你”改成一句成年人喜剧式台词。
v9-d4-2240,成人刺激,大冒险,自信展示,否,v9-expansion,摆出一个适合正式晚宴的自信姿势，保持五秒。
v9-d4-2241,成人刺激,大冒险,约会表演,否,v9-expansion,把“暧昧关系摊牌”演成一段十秒成人爱情电影预告。
v9-d4-2242,成人刺激,大冒险,物品演绎,否,v9-expansion,用外套和镜子摆出一张成人爱情电影海报。
v9-d4-2243,成人刺激,大冒险,情境设计,否,v9-expansion,把身边一个普通物品包装成“秘密关系摊牌”约会中的穿搭主题。
v9-d4-2244,成人刺激,大冒险,深夜节目,否,v9-expansion,用电台主播语气读出一条关于“前任还能不能联系”的安全提醒。
v9-d4-2245,成人刺激,大冒险,同意表达,否,v9-expansion,演示一次对拥抱说“不”，同时保持尊重和清晰。
v9-d4-2246,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“公开”做一次十五秒成年人约会立场陈述。
v9-d4-2247,成人刺激,大冒险,暧昧台词,否,v9-expansion,用电影旁白风格说一句不露骨的暧昧开场白。
v9-d4-2248,成人刺激,大冒险,自信展示,否,v9-expansion,摆出一个适合城市夜景的自信姿势，保持五秒。
v9-d4-2249,成人刺激,大冒险,约会表演,否,v9-expansion,把“朋友突然告白”演成一段十秒成人爱情电影预告。
v9-d4-2250,成人刺激,大冒险,物品演绎,否,v9-expansion,让餐巾纸代表“主动”，灯代表“克制”，演示一段十秒对话。
v9-d4-2251,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“关系修复”约会设计座位距离，并用一句话说明理由。
v9-d4-2252,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“异地怎样维持亲密”的深夜播客设计标题和开场白。
v9-d4-2253,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在使用情侣昵称之前如何询问同意。
v9-d4-2254,成人刺激,大冒险,立场快答,否,v9-expansion,让大家投票决定你支持“立即解决争吵”还是“先冷静”，然后为结果辩护。
v9-d4-2255,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句热烈直接风格的约会邀请。
v9-d4-2256,成人刺激,大冒险,约会表演,否,v9-expansion,表演十五秒“雨夜共享一把伞”的约会场景，不发生身体接触。
v9-d4-2257,成人刺激,大冒险,物品演绎,否,v9-expansion,用钥匙和椅子摆出一张成人爱情电影海报。
v9-d4-2258,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“异地见面”安排一个尊重边界的隐私保障。
v9-d4-2259,成人刺激,大冒险,深夜节目,否,v9-expansion,假装你是成人关系节目主持人，用十五秒回答：“什么时候适合确认关系？”
v9-d4-2260,成人刺激,大冒险,同意表达,否,v9-expansion,模拟对方拒绝查看手机后，你怎样成熟回应。
v9-d4-2261,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“稳定”做一次十五秒成年人约会立场陈述。
v9-d4-2262,成人刺激,大冒险,暧昧台词,否,v9-expansion,用优雅绅士语气说一句“我想再了解你一点”。
v9-d4-2263,成人刺激,大冒险,约会表演,否,v9-expansion,模拟一次“深夜散步告别”，结尾必须主动确认对方是否舒适。
v9-d4-2264,成人刺激,大冒险,物品演绎,否,v9-expansion,让耳机代表“主动”，充电线代表“克制”，演示一段十秒对话。
v9-d4-2265,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“成年人第一次约会”约会设计隐私保障，并用一句话说明理由。
v9-d4-2266,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“如何保护私密内容”。
v9-d4-2267,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在接吻之前如何询问同意。
v9-d4-2268,成人刺激,大冒险,立场快答,否,v9-expansion,在“长期承诺”和“当下快乐”之间选择一个，并用十秒说明理由。
v9-d4-2269,成人刺激,大冒险,暧昧台词,否,v9-expansion,用复古爱情片语气说一句“我想再了解你一点”。
v9-d4-2270,成人刺激,大冒险,约会表演,否,v9-expansion,把“旅行中短暂心动”演成一段十秒成人爱情电影预告。
v9-d4-2271,成人刺激,大冒险,物品演绎,否,v9-expansion,用耳机和椅子摆出一张成人爱情电影海报。
v9-d4-2272,成人刺激,大冒险,情境设计,否,v9-expansion,为虚构情侣的“久别重逢”安排一个尊重边界的背景音乐。
v9-d4-2273,成人刺激,大冒险,深夜节目,否,v9-expansion,以匿名听众身份，用一句话咨询“如何谈安全措施”。
v9-d4-2274,成人刺激,大冒险,同意表达,否,v9-expansion,用一句自然的话演示：在升级亲密程度之前如何询问同意。
v9-d4-2275,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“先冷静”做一次十五秒成年人约会立场陈述。
v9-d4-2276,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句电影旁白风格的约会邀请。
v9-d4-2277,成人刺激,大冒险,约会表演,否,v9-expansion,把“纪念日惊喜落空”演成一段十秒成人爱情电影预告。
v9-d4-2278,成人刺激,大冒险,物品演绎,否,v9-expansion,用餐巾纸设计一个“安全退出暗号”，并解释使用场景。
v9-d4-2279,成人刺激,大冒险,情境设计,否,v9-expansion,为一场“成年人第一次约会”约会设计结束方式，并用一句话说明理由。
v9-d4-2280,成人刺激,大冒险,深夜节目,否,v9-expansion,为一期关于“什么时候适合确认关系”的深夜播客设计标题和开场白。
v9-d4-2281,成人刺激,大冒险,同意表达,否,v9-expansion,用十秒解释为什么使用情侣昵称需要双方明确确认。
v9-d4-2282,成人刺激,大冒险,立场快答,否,v9-expansion,围绕“经常报备”做一次十五秒成年人约会立场陈述。
v9-d4-2283,成人刺激,大冒险,暧昧台词,否,v9-expansion,为虚构角色设计一句职场精英风格的约会邀请。
v9-d4-2284,成人刺激,大冒险,约会表演,否,v9-expansion,把“异地重逢”演成一段十秒成人爱情电影预告。
v9-d4-2285,成人刺激,大冒险,物品演绎,否,v9-expansion,让抱枕代表“主动”，纸盒代表“克制”，演示一段十秒对话。
